"","countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"404","SCREVEN ","GA",0,0,"11850",2585,0,0
"405","SPALDING ","GA",3,1,"11860",9754,131,0.0134303875333197
"406","STEPHENS ","GA",2,1,"11861",5900,37,0.00627118644067797
"407","STEWART ","GA",2,2,"11862",979,67,0.0684371807967314
"408","TALBOT ","GA",1,1,"11880",1158,64,0.0552677029360967
"409","TALIAFERRO ","GA",0,0,"11881",407,0,0
"410","TATTNALL ","GA",0,0,"11882",3546,0,0
"411","TELFAIR ","GA",0,0,"11884",2408,0,0
"412","TERRELL ","GA",1,1,"11885",1793,63,0.0351366424986057
"413","THOMAS ","GA",1,1,"11890",8834,193,0.0218474077428119
"414","TIFT ","GA",1,0,"11900",6253,19,0.00303854150007996
"415","TOOMBS ","GA",1,0,"11901",4845,15,0.00309597523219814
"416","TOWNS ","GA",0,0,"11902",3047,0,0
"417","TREUTLEN ","GA",0,0,"11903",1119,0,0
"418","TROUP ","GA",2,1,"11910",10003,325,0.0324902529241228
"419","TURNER ","GA",1,1,"11911",1699,20,0.0117716303708064
"420","TWIGGS ","GA",1,1,"11912",1571,19,0.0120942075111394
"421","UPSON ","GA",2,2,"11920",4724,306,0.0647756138865368
"422","WARE ","GA",1,0,"11940",7524,36,0.00478468899521531
"423","WARREN ","GA",36,19,"11941",1096,8092,7.38321167883212
"424","WAYNE ","GA",28,12,"11960",4431,18848,4.25366734371474
"425","WEBSTER ","GA",10,7,"11961",314,1746,5.56050955414013
"426","WHEELER ","GA",1,1,"11962",946,84,0.0887949260042283
"427","WHITFIELD ","GA",2,0,"11970",12731,38,0.00298484015395491
"428","WILKES ","GA",5,2,"11972",2374,1979,0.833614153327717
"429","WILKINSON ","GA",1,1,"11973",2006,31,0.0154536390827517
"430","WORTH ","GA",1,1,"11980",2884,21,0.00728155339805825
"431","HAWAII ","HI",4,2,"12010",25421,7132,0.280555446284568
"432","HONOLULU ","HI",8,3,"12020",136871,44256,0.323340956082735
"433","KAUAI ","HI",2,2,"12040",9496,2823,0.297283066554339
"434","MAUI ","HI",4,2,"12050",17437,6973,0.399896771233584
"435","ADAIR ","IA",2,2,"16000",1589,64,0.0402769037130271
"436","ALLAMAKEE ","IA",2,1,"16020",2940,45,0.0153061224489796
"437","APPANOOSE ","IA",2,2,"16030",3134,65,0.0207402680280791
"438","AUDUBON ","IA",1,1,"16040",1501,14,0.00932711525649567
"439","BLACK HAWK ","IA",5,2,"16060",21051,4223,0.200608047123652
"440","BREMER ","IA",2,2,"16080",4481,472,0.105333630885963
"441","BUCHANAN ","IA",5,3,"16090",3636,891,0.245049504950495
"442","BUENA VISTA ","IA",0,0,"16100",3567,0,0
"443","CEDAR ","IA",6,6,"16150",2961,444,0.149949341438703
"444","CERRO GORDO ","IA",0,0,"16160",9337,0,0
"445","CHICKASAW ","IA",2,1,"16180",2570,77,0.0299610894941634
"446","DAVIS ","IA",9,7,"16250",1534,1948,1.26988265971317
"447","DES MOINES ","IA",1,1,"16280",7989,146,0.0182751283014144
"448","DICKINSON ","IA",2,1,"16290",3943,52,0.0131879279736241
"449","DUBUQUE ","IA",4,2,"16300",16055,5355,0.333540952974151
"450","EMMET ","IA",1,1,"16310",2243,46,0.0205082478823005
"451","GUTHRIE ","IA",4,4,"16380",2495,126,0.050501002004008
"452","IDA ","IA",1,1,"16460",1644,31,0.0188564476885645
"453","IOWA ","IA",7,5,"16470",2957,213,0.0720324653364897
"454","KEOKUK ","IA",3,3,"16530",2531,97,0.0383247728170684
"455","KOSSUTH ","IA",1,0,"16540",3649,14,0.00383666758015895
"456","LINN ","IA",15,9,"16560",29812,9821,0.329431101569838
"457","LOUISA ","IA",3,2,"16570",1939,83,0.0428055698813822
"458","LUCAS ","IA",5,2,"16580",1996,13077,6.55160320641283
"459","LYON ","IA",10,6,"16590",2125,1260,0.592941176470588
"460","MAHASKA ","IA",3,3,"16610",3991,146,0.0365823101979454
"461","MILLS ","IA",1,1,"16640",2480,284,0.114516129032258
"462","MONONA ","IA",0,0,"16660",2330,0,0
"463","MUSCATINE ","IA",4,3,"16690",6651,343,0.0515711923019095
"464","OBRIEN ","IA",1,1,"16700",3490,31,0.00888252148997135
"465","PAGE ","IA",2,1,"16720",3644,53,0.0145444566410538
"466","PALO ALTO ","IA",0,0,"16730",2273,0,0
"467","PLYMOUTH ","IA",8,3,"16740",4273,7751,1.81394804586941
"468","POCAHONTAS ","IA",1,1,"16750",2043,19,0.00930004894762604
"469","POTTAWATTAMIE ","IA",5,3,"16770",14973,2638,0.176183797502171
"470","POWESHIEK ","IA",2,1,"16780",3681,41,0.0111382776419451
"471","RINGGOLD ","IA",0,0,"16790",1258,0,0
"472","SAC ","IA",0,0,"16800",2614,0,0
"473","SIOUX ","IA",1,1,"16830",5224,36,0.00689127105666156
"474","STORY ","IA",3,2,"16840",9648,188,0.019485903814262
"475","TAMA ","IA",4,4,"16850",3634,248,0.0682443588332416
"476","WAPELLO ","IA",2,2,"16890",7498,913,0.121765804214457
"477","WINNESHIEK ","IA",1,0,"16950",3621,13,0.0035901684617509
"478","WOODBURY ","IA",3,1,"16960",16345,655,0.0400734169470786
"479","WRIGHT ","IA",12,7,"16980",3160,2351,0.743987341772152
"480","ADA ","ID",10,3,"13000",39898,8203,0.205599278159306
"481","BANNOCK ","ID",5,2,"13020",10139,949,0.0935989742578164
"482","BEAR LAKE ","ID",1,1,"13030",1151,51,0.0443092962641182
"483","BENEWAH ","ID",2,2,"13040",1891,128,0.0676890534108937
"484","BINGHAM ","ID",2,1,"13050",5612,76,0.0135424091233072
"485","BLAINE ","ID",0,0,"13060",2041,0,0
"486","BOISE ","ID",1,1,"13070",854,202,0.236533957845433
"487","BONNER ","ID",3,3,"13080",6728,603,0.0896254458977408
"488","BONNEVILLE ","ID",2,0,"13090",11878,72,0.00606162653645395
"489","BOUNDARY ","ID",2,2,"13100",1902,169,0.0888538380651945
"490","CANYON ","ID",8,4,"13130",20809,5347,0.256956124753712
"491","CARIBOU ","ID",0,0,"13140",1197,0,0
"492","CASSIA ","ID",1,1,"13150",3116,23,0.00738125802310655
"493","CLEARWATER ","ID",5,5,"13170",1944,326,0.167695473251029
"494","GEM ","ID",3,3,"13220",3058,616,0.201438848920863
"495","GOODING ","ID",1,1,"13230",2376,21,0.00883838383838384
"496","IDAHO ","ID",2,2,"13240",3065,272,0.0887438825448613
"497","JEROME ","ID",2,2,"13260",2616,63,0.0240825688073395
"498","KOOTENAI ","ID",7,4,"13270",20758,2292,0.110415261585895
"499","LATAH ","ID",2,2,"13280",4086,226,0.0553108174253549
"500","LEMHI ","ID",0,0,"13290",1731,0,0
"501","LEWIS ","ID",11,8,"13300",1460,2445,1.67465753424658
"502","MINIDOKA ","ID",2,1,"13330",3190,30,0.00940438871473354
"503","NEZ PERCE ","ID",3,3,"13340",7892,601,0.0761530663963507
"504","ONEIDA ","ID",8,6,"13350",721,2619,3.63245492371706
"505","OWYHEE ","ID",2,2,"13360",1439,297,0.206393328700486
"506","PAYETTE ","ID",4,3,"13370",3432,548,0.15967365967366
"507","POWER ","ID",1,1,"13380",942,21,0.0222929936305732
"508","SHOSHONE ","ID",2,2,"13390",3170,226,0.0712933753943218
"509","TETON ","ID",1,1,"13400",617,64,0.103727714748784
"510","TWIN FALLS ","ID",3,1,"13410",11409,196,0.0171794197563327
"511","VALLEY ","ID",2,2,"13420",1572,55,0.0349872773536896
"512","ALEXANDER ","IL",5,3,"14010",2015,224,0.111166253101737
"513","BOND ","IL",0,0,"14020",2985,0,0
"514","BROWN ","IL",15,11,"14040",946,3572,3.77589852008457
"515","BUREAU ","IL",2,1,"14050",6859,135,0.0196821694124508
"516","CASS ","IL",21,13,"14080",2535,3907,1.54122287968442
"517","CHAMPAIGN ","IL",7,1,"14090",21149,2835,0.13404889120053
"518","CHRISTIAN ","IL",7,3,"14100",6862,2207,0.321626348003498
"519","CLINTON ","IL",11,7,"14130",5273,2374,0.450218092167647
"520","COLES ","IL",3,0,"14140",8119,81,0.00997659810321468
"521","CUMBERLAND ","IL",23,6,"14160",1893,4567,2.41257263602747
"522","DEWITT ","IL",3,2,"14180",3082,361,0.117131732641142
"523","DUPAGE ","IL",8,1,"14250",105252,2238,0.0212632539049139
"524","EDGAR ","IL",2,2,"14310",3827,78,0.0203814998693494
"525","EDWARDS ","IL",0,0,"14320",1312,0,0
"526","FORD ","IL",2,2,"14350",2698,231,0.0856189770200148
"527","GALLATIN ","IL",3,1,"14380",1435,71,0.0494773519163763
"528","GRUNDY ","IL",7,7,"14400",5979,296,0.0495066064559291
"529","HARDIN ","IL",8,3,"14421",946,1050,1.10993657505285
"530","HENDERSON ","IL",10,5,"14440",1455,986,0.67766323024055
"531","IROQUOIS ","IL",2,1,"14460",6397,156,0.0243864311395967
"532","JERSEY ","IL",1,0,"14500",3273,16,0.00488848151542927
"533","JO DAVIESS ","IL",3,3,"14510",4791,1159,0.241911918179921
"534","KANE ","IL",5,2,"14530",48630,2299,0.04727534443759
"535","KANKAKEE ","IL",2,0,"14540",17853,70,0.00392090965103904
"536","KENDALL ","IL",5,3,"14550",5723,944,0.164948453608247
"537","KNOX ","IL",15,9,"14560",10960,12402,1.13156934306569
"538","LA SALLE ","IL",3,0,"14580",20749,112,0.00539785049881922
"539","LIVINGSTON ","IL",15,9,"14610",6396,7347,1.14868667917448
"540","MACOUPIN ","IL",3,0,"14670",9831,48,0.00488251449496491
"541","MASON ","IL",6,2,"14710",3425,1857,0.542189781021898
"542","MASSAC ","IL",0,0,"14720",3155,0,0
"543","MCDONOUGH ","IL",2,1,"14630",5019,52,0.0103606296074915
"544","MCHENRY ","IL",3,1,"14640",33418,121,0.00362080315997367
"545","MCLEAN ","IL",7,4,"14650",18545,2066,0.111404691291453
"546","MENARD ","IL",0,0,"14730",1988,0,0
"547","MERCER ","IL",19,7,"14740",2980,10780,3.61744966442953
"548","MOULTRIE ","IL",3,2,"14780",3158,75,0.0237492083597213
"549","OGLE ","IL",2,2,"14790",8208,303,0.0369152046783626
"550","PEORIA ","IL",7,3,"14800",30533,3173,0.10392034847542
"551","PIATT ","IL",3,1,"14820",3209,428,0.133374883141165
"552","RICHLAND ","IL",11,9,"14880",3506,2410,0.687393040501997
"553","ROCK ISLAND ","IL",3,2,"14890",26815,4206,0.156852507924669
"554","SANGAMON ","IL",5,0,"14920",31296,181,0.00578348670756646
"555","SCHUYLER ","IL",3,2,"14921",1392,58,0.0416666666666667
"556","STARK ","IL",11,4,"14960",1318,14911,11.3133535660091
"557","STEPHENSON ","IL",4,1,"14970",9908,758,0.0765038352846185
"558","TAZEWELL ","IL",6,4,"14980",23165,2784,0.12018130800777
"559","VERMILION ","IL",8,2,"14982",16361,2568,0.156958621111179
"560","WABASH ","IL",2,2,"14983",2360,342,0.144915254237288
"561","WHITESIDE ","IL",2,2,"14988",12030,238,0.0197838736492103
"562","WILL ","IL",11,0,"14989",58093,537,0.0092437987365087
"563","WILLIAMSON ","IL",14,5,"14990",11851,7822,0.660028689562062
"564","WINNEBAGO ","IL",11,8,"14991",45151,7223,0.159974308431707
"565","WOODFORD ","IL",6,3,"14992",5171,381,0.0736801392380584
"566","ALLEN ","IN",10,2,"15010",46499,2505,0.0538721262822856
"567","BARTHOLOMEW ","IN",0,0,"15020",11831,0,0
"568","BLACKFORD ","IN",0,0,"15040",2625,0,0
"569","DAVIESS ","IN",3,0,"15130",4693,49,0.0104410824632431
"570","DEARBORN ","IN",1,0,"15140",7052,12,0.00170164492342598
"571","DELAWARE ","IN",21,11,"15170",19681,31120,1.58122046643971
"572","DUBOIS ","IN",2,0,"15180",6354,28,0.00440667296191375
"573","ELKHART ","IN",4,1,"15190",24965,663,0.0265571800520729
"574","FOUNTAIN ","IN",1,1,"15220",3798,111,0.0292259083728278
"575","GIBSON ","IN",5,2,"15250",5823,515,0.088442383651039
"576","HARRISON ","IN",12,5,"15300",5742,795,0.138453500522466
"577","HENDRICKS ","IN",3,1,"15310",13601,754,0.0554371002132196
"578","HUNTINGTON ","IN",2,2,"15340",6764,370,0.0547013601419279
"579","JAY ","IN",0,0,"15370",4118,0,0
"580","JENNINGS ","IN",0,0,"15390",4178,0,0
"581","KOSCIUSKO ","IN",2,1,"15420",10876,400,0.0367782272894446
"582","LA PORTE ","IN",0,0,"15450",17645,0,0
"583","LAGRANGE ","IN",1,1,"15430",4085,85,0.0208078335373317
"584","MIAMI ","IN",11,5,"15510",5818,1375,0.236335510484703
"585","NOBLE ","IN",3,2,"15560",6241,232,0.0371735298830316
"586","OHIO ","IN",5,4,"15570",871,3095,3.55338691159587
"587","OWEN ","IN",0,0,"15590",3244,0,0
"588","PARKE ","IN",0,0,"15600",2972,0,0
"589","PORTER ","IN",0,0,"15630",20359,0,0
"590","POSEY ","IN",2,1,"15640",3870,263,0.0679586563307494
"591","RIPLEY ","IN",0,0,"15680",5021,0,0
"592","RUSH ","IN",0,0,"15690",2977,0,0
"593","SPENCER ","IN",1,1,"15730",3426,158,0.0461179217746643
"594","ST JOSEPH ","IN",5,3,"15700",41523,922,0.0222045613274571
"595","STARKE ","IN",0,0,"15740",4183,0,0
"596","STEUBEN ","IN",6,3,"15750",5431,562,0.103480022095378
"597","SULLIVAN ","IN",11,5,"15760",3725,9386,2.51973154362416
"598","SWITZERLAND ","IN",0,0,"15770",1425,0,0
"599","TIPPECANOE ","IN",2,1,"15780",17253,2338,0.135512664464151
"600","VANDERBURGH ","IN",4,1,"15810",31415,2964,0.094349832882381
"601","VERMILLION ","IN",1,1,"15820",2984,41,0.0137399463806971
"602","VIGO ","IN",1,0,"15830",17669,50,0.00282981493010357
"603","WARRICK ","IN",4,2,"15860",7649,554,0.0724277683357302
"604","WELLS ","IN",3,3,"15890",4170,324,0.0776978417266187
"605","WHITLEY ","IN",3,3,"15910",5144,399,0.0775660964230171
"606","ANDERSON ","KS",10,6,"17010",1743,3943,2.26219162363741
"607","ATCHISON ","KS",0,0,"17020",2963,0,0
"608","BARBER ","KS",0,0,"17030",1186,0,0
"609","BARTON ","KS",1,0,"17040",5416,20,0.00369276218611521
"610","BOURBON ","KS",0,0,"17050",2993,0,0
"611","CHASE ","KS",1,1,"17080",561,11,0.0196078431372549
"612","CHAUTAUQUA ","KS",6,3,"17090",995,5450,5.47738693467337
"613","CLOUD ","KS",0,0,"17140",2421,0,0
"614","COFFEY ","KS",0,0,"17150",1568,0,0
"615","COMANCHE ","KS",0,0,"17160",485,0,0
"616","COWLEY ","KS",2,2,"17170",6171,133,0.0215524226219413
"617","ELK ","KS",1,1,"17240",793,63,0.0794451450189155
"618","ELLIS ","KS",3,1,"17250",4433,247,0.0557184750733138
"619","ELLSWORTH ","KS",0,0,"17260",1276,0,0
"620","FINNEY ","KS",0,0,"17270",3841,0,0
"621","GEARY ","KS",0,0,"17300",3123,0,0
"622","GOVE ","KS",0,0,"17310",746,0,0
"623","GRAY ","KS",0,0,"17340",833,0,0
"624","GREENWOOD ","KS",1,1,"17360",1826,611,0.33461117196057
"625","HARPER ","KS",0,0,"17380",1414,0,0
"626","HARVEY ","KS",2,1,"17390",6379,222,0.0348016930553378
"627","HODGEMAN ","KS",0,0,"17410",389,0,0
"628","JEWELL ","KS",0,0,"17440",928,0,0
"629","KINGMAN ","KS",0,0,"17470",1665,0,0
"630","LABETTE ","KS",0,0,"17490",4435,0,0
"631","LANE ","KS",13,4,"17500",447,20155,45.089485458613
"632","LEAVENWORTH ","KS",4,0,"17510",7970,68,0.00853199498117942
"633","MCPHERSON ","KS",0,0,"17560",5564,0,0
"634","MORRIS ","KS",5,2,"17630",1335,3248,2.43295880149813
"635","NEMAHA ","KS",0,0,"17650",2201,0,0
"636","NEOSHO ","KS",1,1,"17660",3372,42,0.0124555160142349
"637","NESS ","KS",0,0,"17670",884,0,0
"638","NORTON ","KS",0,0,"17680",1172,0,0
"639","OSAGE ","KS",4,4,"17690",2981,939,0.3149949681315
"640","OSBORNE ","KS",0,0,"17700",1075,0,0
"641","OTTAWA ","KS",8,5,"17710",1101,1470,1.33514986376022
"642","PAWNEE ","KS",2,2,"17720",1207,124,0.102734051367026
"643","POTTAWATOMIE ","KS",2,1,"17740",2663,113,0.0424333458505445
"644","PRATT ","KS",0,0,"17750",1855,0,0
"645","RAWLINS ","KS",0,0,"17760",738,0,0
"646","RENO ","KS",1,0,"17770",12059,52,0.00431213201758023
"647","REPUBLIC ","KS",0,0,"17780",1427,0,0
"648","RICE ","KS",9,4,"17790",2087,774,0.370867273598467
"649","RILEY ","KS",0,0,"17800",5753,0,0
"650","SHAWNEE ","KS",2,1,"17880",29554,894,0.0302497123908777
"651","SHERMAN ","KS",1,1,"17900",1304,66,0.0506134969325153
"652","STAFFORD ","KS",2,0,"17920",1101,44,0.0399636693914623
"653","STEVENS ","KS",4,4,"17940",790,296,0.374683544303797
"654","SUMNER ","KS",4,2,"17950",4526,4533,1.0015466195316
"655","TREGO ","KS",0,0,"17970",744,0,0
"656","WABAUNSEE ","KS",1,1,"17980",1190,15,0.0126050420168067
"657","WALLACE ","KS",1,1,"17981",337,12,0.0356083086053412
"658","WICHITA ","KS",0,0,"17983",404,0,0
"659","WILSON ","KS",8,5,"17984",2125,2962,1.39388235294118
"660","WOODSON ","KS",0,0,"17985",924,0,0
"661","WYANDOTTE ","KS",4,3,"17986",21595,3406,0.157721694836768
"662","BALLARD ","KY",0,0,"18030",2092,0,0
"663","BARREN ","KY",0,0,"18040",7409,0,0
"664","BATH ","KY",1,1,"18050",2178,13,0.00596877869605142
"665","BELL ","KY",4,2,"18060",6633,8079,1.21800090456807
"666","BOYD ","KY",2,1,"18090",10724,157,0.0146400596792242
"667","BOYLE ","KY",0,0,"18100",5369,0,0
"668","BRACKEN ","KY",0,0,"18110",1592,0,0
"669","BREATHITT ","KY",0,0,"18120",3065,0,0
"670","BRECKINRIDGE ","KY",0,0,"18130",3479,0,0
"671","BULLITT ","KY",3,3,"18140",7089,279,0.0393567498942023
"672","CALDWELL ","KY",7,4,"18160",2846,644,0.226282501756852
"673","CALLOWAY ","KY",0,0,"18170",6249,0,0
"674","CAMPBELL ","KY",10,6,"18180",13228,3278,0.247807680677351
"675","CARLISLE ","KY",0,0,"18190",1169,0,0
"676","CARTER ","KY",6,5,"18210",4942,1342,0.271549979765277
"677","CASEY ","KY",0,0,"18220",2828,0,0
"678","EDMONSON ","KY",0,0,"18291",1840,0,0
"679","ELLIOTT ","KY",0,0,"18310",1259,0,0
"680","ESTILL ","KY",0,0,"18320",3358,0,0
"681","FLEMING ","KY",0,0,"18340",2694,0,0
"682","GARRARD ","KY",0,0,"18390",2742,0,0
"683","GRAVES ","KY",1,0,"18410",7847,34,0.00433286606346374
"684","GRAYSON ","KY",3,1,"18420",5077,48,0.00945440220602718
"685","GREEN ","KY",2,2,"18421",2254,147,0.0652173913043478
"686","GREENUP ","KY",2,1,"18440",7661,579,0.0755776008354001
"687","HARLAN ","KY",2,2,"18470",7245,418,0.0576949620427881
"688","HICKMAN ","KY",4,2,"18511",867,550,0.63437139561707
"689","HOPKINS ","KY",2,1,"18530",9289,350,0.0376789751318764
"690","JESSAMINE ","KY",4,3,"18560",5454,111,0.0203520352035204
"691","KENTON ","KY",5,2,"18580",20709,1452,0.0701144429957989
"692","KNOTT ","KY",1,1,"18590",2966,169,0.0569790964261632
"693","LARUE ","KY",0,0,"18610",2492,0,0
"694","LAUREL ","KY",1,1,"18620",8896,54,0.00607014388489209
"695","LESLIE ","KY",1,1,"18650",2607,31,0.0118910625239739
"696","LETCHER ","KY",1,1,"18660",5451,513,0.0941111722619703
"697","MAGOFFIN ","KY",1,1,"18760",2423,25,0.0103177878662815
"698","MCCRACKEN ","KY",2,1,"18720",12730,271,0.0212882953652789
"699","MCCREARY ","KY",1,1,"18730",3233,36,0.0111351685740798
"700","MEADE ","KY",0,0,"18801",2888,0,0
"701","MENIFEE ","KY",0,0,"18802",1391,0,0
"702","METCALFE ","KY",1,1,"18831",2256,85,0.037677304964539
"703","MUHLENBERG ","KY",2,2,"18880",6474,282,0.0435588507877665
"704","NELSON ","KY",3,1,"18890",6418,55,0.00856964786537862
"705","NICHOLAS ","KY",1,1,"18900",1437,464,0.322894919972164
"706","OLDHAM ","KY",2,2,"18920",4634,187,0.0403539059128183
"707","OWSLEY ","KY",0,0,"18931",1191,0,0
"708","PENDLETON ","KY",1,1,"18932",2126,31,0.0145813734713076
"709","POWELL ","KY",2,2,"18971",2023,35,0.0173010380622837
"710","ROCKCASTLE ","KY",0,0,"18974",2947,0,0
"711","ROWAN ","KY",6,3,"18975",3510,2050,0.584045584045584
"712","SIMPSON ","KY",1,0,"18979",2783,16,0.00574919151994251
"713","TODD ","KY",4,3,"18982",1946,682,0.350462487153135
"714","TRIGG ","KY",0,0,"18983",2970,0,0
"715","TRIMBLE ","KY",0,0,"18984",1297,0,0
"716","WOLFE ","KY",0,0,"18991",1653,0,0
"717","ACADIA ","LA",2,1,"19000",9537,94,0.00985634895669498
"718","ASCENSION ","LA",6,4,"19020",9293,1992,0.214354890778005
"719","ASSUMPTION ","LA",3,2,"19030",3549,54,0.0152155536770921
"720","AVOYELLES ","LA",4,2,"19040",7615,149,0.0195666447800394
"721","BEAUREGARD ","LA",1,0,"19050",5402,17,0.00314698259903739
"722","BIENVILLE ","LA",1,1,"19060",3128,38,0.0121483375959079
"723","BOSSIER ","LA",5,2,"19070",13682,314,0.0229498611314135
"724","CADDO ","LA",5,2,"19080",41033,922,0.0224697194940658
"725","CALCASIEU ","LA",4,0,"19090",28582,213,0.00745224267021202
"726","CAMERON ","LA",5,2,"19110",829,1381,1.66586248492159
"727","CATAHOULA ","LA",0,0,"19120",2192,0,0
"728","CLAIBORNE ","LA",5,3,"19130",2906,806,0.277357192016518
"729","CONCORDIA ","LA",1,0,"19140",3729,17,0.00455886296594261
"730","EAST BATON ROUGE ","LA",6,4,"19160",53483,8614,0.161060523904792
"731","EAST CARROLL ","LA",0,0,"19170",1469,0,0
"732","EAST FELICIANA ","LA",4,3,"19180",3204,255,0.0795880149812734
"733","EVANGELINE ","LA",1,0,"19190",6361,29,0.00455903159880522
"734","IBERIA ","LA",3,0,"19220",11520,99,0.00859375
"735","IBERVILLE ","LA",4,3,"19230",5079,894,0.176018901358535
"736","JEFFERSON DAVIS ","LA",1,1,"19260",5342,28,0.00524148259078997
"737","LAFOURCHE ","LA",4,0,"19280",13243,139,0.010496111153062
"738","MOREHOUSE ","LA",0,0,"19330",5920,0,0
"739","NATCHITOCHES ","LA",3,1,"19340",6068,105,0.0173038892551088
"740","ORLEANS ","LA",11,7,"19350",41903,15672,0.374006634369854
"741","PLAQUEMINES ","LA",3,3,"19370",2872,1238,0.431058495821727
"742","POINTE COUPEE ","LA",5,4,"19380",3826,360,0.0940930475692629
"743","RAPIDES ","LA",4,0,"19390",22697,201,0.00885579592016566
"744","RED RIVER ","LA",2,2,"19400",1539,30,0.0194931773879142
"745","SABINE ","LA",2,1,"19420",4507,83,0.018415797648103
"746","SAINT BERNARD ","LA",2,2,"19430",6286,2172,0.345529748647789
"747","SAINT CHARLES ","LA",12,6,"19440",5998,11766,1.96165388462821
"748","SAINT HELENA ","LA",3,3,"19450",1124,91,0.0809608540925267
"749","SAINT JAMES ","LA",2,1,"19460",3410,42,0.012316715542522
"750","SAINT LANDRY ","LA",4,1,"19480",15979,299,0.0187120595781964
"751","SAINT MARTIN ","LA",2,1,"19490",6719,133,0.0197946122934961
"752","SAINT MARY ","LA",3,0,"19500",8973,99,0.0110330992978937
"753","SAINT TAMMANY ","LA",6,2,"19510",28751,7192,0.250147820945358
"754","ST JOHN THE BAPTIST ","LA",2,2,"19470",5526,715,0.129388346000724
"755","TANGIPAHOA ","LA",5,3,"19520",16572,747,0.0450760318609703
"756","TENSAS ","LA",0,0,"19530",1110,0,0
"757","TERREBONNE ","LA",3,0,"19540",16673,111,0.00665747016133869
"758","VERNON ","LA",7,1,"19570",5603,2081,0.371408174192397
"759","WEST BATON ROUGE ","LA",4,3,"19600",2988,555,0.18574297188755
"760","WEST CARROLL ","LA",0,0,"19610",2370,0,0
"761","WEST FELICIANA ","LA",2,2,"19620",1329,72,0.054176072234763
"762","WINN ","LA",1,1,"19630",2552,20,0.00783699059561128
"763","BARNSTABLE ","MA",7,2,"22000",59460,3650,0.0613858055835856
"764","BERKSHIRE ","MA",0,0,"22010",27801,0,0
"765","BRISTOL ","MA",12,7,"22020",92960,12332,0.132659208261618
"766","DUKES ","MA",0,0,"22030",2693,0,0
"767","ESSEX ","MA",21,8,"22040",116218,21926,0.188662685642499
"768","HAMPDEN ","MA",7,2,"22070",79701,13668,0.171490947415967
"769","HAMPSHIRE ","MA",4,1,"22080",21997,1991,0.0905123425921717
"770","NANTUCKET ","MA",0,0,"22120",1223,0,0
"771","NORFOLK ","MA",9,4,"22130",100699,17431,0.173100030784814
"772","SUFFOLK ","MA",27,6,"22160",89749,34780,0.387525209194531
"773","ALLEGANY ","MD",7,2,"21000",15816,601,0.0379994941831057
"774","ANNE ARUNDEL ","MD",6,2,"21010",63529,1970,0.0310094602465016
"775","BALTIMORE ","MD",8,4,"21020",125155,7294,0.0582797331309177
"776","BALTIMORE CITY ","MD",6,3,"21030",93746,6343,0.0676615535596185
"777","CALVERT ","MD",2,2,"21040",9333,179,0.0191792564020144
"778","CAROLINE ","MD",0,0,"21050",5066,0,0
"779","CECIL ","MD",2,1,"21070",12475,84,0.00673346693386774
"780","CHARLES ","MD",4,3,"21080",12525,484,0.0386427145708583
"781","DORCHESTER ","MD",1,0,"21090",6107,37,0.00605862125429835
"782","FREDERICK ","MD",5,1,"21100",23568,387,0.0164205702647658
"783","GARRETT ","MD",1,1,"21110",5103,28,0.00548696844993141
"784","HARFORD ","MD",5,2,"21120",29372,1122,0.0381996459212856
"785","PRINCE GEORGES ","MD",8,2,"21160",81931,6026,0.0735496942549218
"786","QUEEN ANNES ","MD",0,0,"21170",5601,0,0
"787","SAINT MARYS ","MD",1,0,"21180",10080,20,0.00198412698412698
"788","WICOMICO ","MD",1,0,"21220",13821,13,0.00094059764127053
"789","WORCESTER ","MD",12,4,"21230",11575,42080,3.6354211663067
"790","ANDROSCOGGIN ","ME",1,0,"20000",20017,12,0.000599490433131838
"791","AROOSTOOK ","ME",0,0,"20010",16958,0,0
"792","KENNEBEC ","ME",1,0,"20050",23162,49,0.00211553406441585
"793","OXFORD ","ME",0,0,"20080",10951,0,0
"794","PENOBSCOT ","ME",0,0,"20090",27462,0,0
